Fraudolent,SMS_test,ID,Date and Time
0,Do well :)all will for little time. Thing of good times ahead:,N7G64ZM,2017-08-23
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,VWX87FT,2017-12-27
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,E35F2UM,2016-07-19
0,Jokin only lar... :-) depends on which phone my father can get lor...,HEBVTO5,2017-09-12
0,Hasn't that been the pattern recently crap weekends?,C4E7FGH,2017-01-15
0,How much for an eighth?,QUNUWMB,2018-09-16
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,R465Y7J,2017-12-07
0,I'm hungry buy smth home...,715L6UB,2016-09-16
0,"Goodmorning,my grandfather expired..so am on leave today.",LZW9KK3,2017-05-06
0,You will be in the place of that man,9I8XU1C,2017-11-23
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,KXVZFRS,2017-08-21
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,6OE12YV,2017-04-15
0,"Sorry battery died, yeah I'm here",EUSOMD1,2018-07-06
1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,AGXGVW0,2016-02-22
0,i dnt wnt to tlk wid u,YD9WM6Y,2018-06-15
0,Ok...,0XD96F9,2018-09-09
0,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,LU34U4N,2016-09-27
0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,SOYF5P2,2017-07-28
0,No shoot me. I'm in the docs waiting room. :/,V83R2LS,2018-04-05
0,No. She's currently in scotland for that.,BCLSCH8,2016-09-19
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,WHNQLBM,2017-08-13
0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",02EZZ4M,2016-07-05
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,04SL1QL,2016-05-18
0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,SZPQ80F,2016-11-06
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,QS86P43,2017-04-18
0,Dunno he jus say go lido. Same time 930.,SMLRRN7,2016-12-03
0,O ic lol. Should play 9 doors sometime yo,CDU96WH,2018-08-22
0,How long does applebees fucking take,K8Z44Z0,2017-11-26
0,Me sef dey laugh you. Meanwhile how's my darling anjie!,CDT6CE4,2016-07-28
0,Is toshiba portege m100 gd?,KC7OSOX,2017-01-24
0,I'm fine. Hope you are also,K9YK803,2017-04-27
0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,W7ME2O8,2016-09-21
0,S:)s.nervous  &lt;#&gt; :),V36UFID,2018-07-23
0,Haf u eaten? Wat time u wan me 2 come?,N3PY9UK,2016-06-11
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",9RTCD64,2017-11-24
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,UL27MHO,2017-06-07
0,K..i deleted my contact that why?,82K9P65,2017-01-03
0,Tell them u have a headache and just want to use 1 hour of sick time.,UB1H8O9,2016-12-31
0,5 nights...We nt staying at port step liao...Too ex,SP324X6,2017-02-02
0,"Ask g or iouri, I've told the story like ten times already",32BK208,2016-08-08
0,I donno its in your genes or something,0TD3OWY,2017-06-15
1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",TZWKPXV,2018-06-19
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,29O68GK,2017-06-16
0,"Yeah, probably here for a while",AWCYHWD,2017-06-07
0,ok. I am a gentleman and will treat you with dignity and respect.,NYF4GZ9,2017-04-20
0,"Sorry, I'll call later",LA9OMS2,2018-02-02
0,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",7C066L2,2017-01-08
0,Yar but they say got some error.,IZE3SCW,2018-03-09
0,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,2THZV4Q,2016-03-14
0,"alright, I'll make sure the car is back tonight",EA9PLIA,2017-05-04
0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",C4YDECV,2017-08-01
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,U8AG5PD,2017-06-03
0,"Haha... Sounds crazy, dunno can tahan anot...",UFZLV70,2018-06-13
0,Oh k.k..where did you take test?,UVYXFT5,2017-10-25
0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,UB74QVZ,2018-05-20
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,DA5X1HF,2017-10-12
1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",K2VT79Z,2017-04-17
1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",L1VS3YC,2018-08-05
0,I'm putting it on now. It should be ready for  &lt;TIME&gt;,GT5YJNW,2018-03-11
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",2U6FNY1,2016-05-27
0,Good Morning plz call me sir,NUPR1XF,2017-05-21
0,"Wait, do you know if wesleys in town? I bet she does hella drugs!",Y8GDFHG,2017-10-01
0,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,MB2C1QJ,2017-05-13
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,NBDSJE3,2018-09-13
0,Lol now I'm after that hot air balloon!,6UTL2V4,2018-03-20
0,Can come my room but cannot come my house cos my house still messy... Haha...,5009X6C,2018-06-07
0,"K give me a sec, breaking a  &lt;#&gt;  at cstore",NHSZRQZ,2016-02-27
0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,6DCXG2J,2017-02-28
0,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,G6Y5VYN,2017-06-02
0,"Call me da, i am waiting for your call.",QG5ECKU,2018-06-04
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,JB7QLRK,2018-02-15
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,NF8R4BP,2017-08-19
0,"Sorry my roommates took forever, it ok if I come by now?",9IE3F3V,2016-08-05
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",LVC4UVP,2018-04-13
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,TFENTZS,2017-09-25
0,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",LGRODRP,2016-04-15
0,"I'm in solihull, | do you want anything?",L0DSVSN,2017-06-16
0,Gud mrng dear hav a nice day,LRP7UEA,2016-06-26
0,Dude how do you like the buff wind.,TOF07NZ,2018-01-24
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,66ZMSKK,2017-03-22
0,Did you get any gift? This year i didnt get anything. So bad,LRUGXV7,2017-05-12
1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",HKLJDN7,2017-10-17
0,Ü still attending da talks?,41KWDZL,2017-06-09
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,4XDJRXA,2017-07-07
0,Oh is it? Send me the address,34CSK48,2016-04-19
0,"My sister in law, hope you are having a great month. Just saying hey. Abiola",498Z8KI,2017-07-04
0,Also maaaan are you missing out,KSD9AYS,2017-07-23
0,"Nope, I'm still in the market",U2XVOX6,2018-08-07
0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,FYNXDE4,2017-07-23
0,Ok..,JDM0B4H,2017-11-08
0,Well. Balls. Time to make calls,JSXKGSJ,2018-05-02
0,I'm ok. Will do my part tomorrow,HG2ZONH,2018-01-15
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,A78MKIE,2016-10-09
0,Except theres a chick with huge boobs.,FB6PUS6,2017-11-08
0,I know girls always safe and selfish know i got it pa. Thank you. good night.,6UUYO9T,2017-11-02
0,How is your schedule next week? I am out of town this weekend.,JISZMR0,2018-01-31
0,Hi happy birthday. Hi hi hi hi hi hi hi,264TI86,2018-04-21
0,Hi msg me:)i'm in office..,RKLLHNP,2016-09-16
0,K.k..how is your sister kids?,UMXTJF0,2017-03-26
0,Oh you got many responsibilities.,A54I32D,2018-01-10
0,Now press conference da:),1OCLMFK,2017-03-28
0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,30ENEMP,2017-04-19
0,Its sunny in california. The weather's just cool,OMQTPX3,2016-11-30
0,Dad went out oredi...,RP6J3BL,2016-07-21
0,Are you willing to go for aptitude class.,XI3Y2ZK,2017-07-03
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",N9T2NEK,2018-08-23
0,Where are you ? You said you would be here when I woke ... :-(,WBDIM8N,2017-02-03
0,"Haha awesome, I've been to 4u a couple times. Who all's coming?",X7ALZ22,2016-03-07
0,Tmr timin still da same wat cos i got lesson until 6...,1YM2XKN,2017-12-20
0,Both :) i shoot big loads so get ready!,3HOOF5F,2017-06-19
0,"Fair enough, anything going on?",JCWZUZ5,2017-11-14
0,I can't describe how lucky you are that I'm actually awake by noon,BEQA1Y1,2017-06-22
0,Hi kindly give us back our documents which we submitted for loan from STAPATI,CMMUM6K,2016-05-20
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,BYJUYLC,2016-04-06
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,7MDOL3E,2017-12-07
0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,RLFJJDH,2017-10-22
0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,YIDC6RD,2017-06-01
0,We live in the next  &lt;#&gt; mins,IPM33F2,2017-05-06
0,It should take about  &lt;#&gt;  min,PA7G9C9,2017-01-14
0,No no:)this is kallis home ground.amla home town is durban:),Z6SYCVG,2018-06-25
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",2KSN8YQ,2018-08-21
0,Ok ok take care. I can understand.,8GKEKNZ,2017-08-26
1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,T7LB9KP,2018-01-20
0,You busy or can I come by at some point and figure out what we're doing tomorrow,KGVKFSO,2016-08-20
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",3XOQBUT,2017-08-09
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",MER0535,2017-12-20
0,Will be out of class in a few hours. Sorry,HHHP7L7,2016-08-30
0,Glad to see your reply.,V6OIOW6,2016-12-27
0,"Sorry, I'll call later",LLYTQ34,2017-09-12
0,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,DX68VNR,2017-10-02
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,46QVJ5V,2018-08-05
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),87X3G1F,2016-07-27
0,Probably earlier than that if the station's where I think it is,2Z9E29E,2017-12-30
0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,TBZSW33,2016-12-31
0,Of course. I guess god's just got me on hold right now.,AYYJW47,2018-07-18
0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,81NLENU,2016-07-24
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,9O0Q9RC,2017-06-15
0,Kallis is ready for bat in 2nd innings,EHLYREO,2017-07-22
0,What type of stuff do you sing?,KRICWAF,2017-06-22
0,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,D2Z6543,2017-12-28
0,Bring home some Wendy =D,CIONEUG,2018-01-06
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",AL6YSNL,2016-12-27
0,Wif my family booking tour package.,MFJU24Q,2018-03-05
0,What's ur pin?,FI3OGTZ,2017-09-15
0,Good. do you think you could send me some pix? I would love to see your top and bottom...,JD549B7,2016-08-18
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),X5DFKH8,2017-11-07
1,#ERROR!,4PW6M8X,2016-06-06
1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",FOJZGH7,2016-03-10
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",JSXQNX0,2017-12-23
0,Super da:)good replacement for murali,1SZ5G76,2017-09-02
0,Teach me apps da. When you come to college.,LVROUQE,2018-04-13
0,"Yes but i dont care! I need you bad, princess!",MM79QB8,2018-04-17
0,I dont thnk its a wrong calling between us,4N54N9C,2018-03-14
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",OQSN6RH,2017-02-05
0,Why are u up so early?,350GZMH,2016-09-11
0,Fine i miss you very much.,MVDA0OY,2017-11-14
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,GV2X9TT,2017-02-28
0,"Sorry, I'll call later",KNYOQMN,2018-03-22
0,Did you stitch his trouser,D79X31W,2018-05-26
0,Haha... can... But i'm having dinner with my cousin...,7YMOITM,2016-11-12
0,How much is torch in 9ja.,PYHHKWR,2018-01-09
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",9O07S72,2016-09-29
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0J8XMSU,2018-02-20
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ZE4HFSU,2016-11-24
0,Yeah do! Don‘t stand to close tho- you‘ll catch something!,E0IQJ15,2018-02-05
0,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,ELO47LX,2017-08-15
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,22B6VSI,2018-08-03
1,PRIVATE! Your 2003 Account Statement for 078,CVGORXU,2017-03-07
0,Yes.mum lookin strong:),1FKGG5D,2017-04-11
0,Lol your always so convincing.,IC232Z2,2016-09-01
0,Shb b ok lor... Thanx...,92PIMH4,2018-04-08
0,Wait  &lt;#&gt;  min..,FMYNBOY,2018-04-17
0,Happy birthday... May u find ur prince charming soon n dun work too hard...,SEJ62DW,2016-09-25
0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,YE4QEUB,2018-07-18
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,LZBW1EG,2016-06-23
0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",Y3GLPV1,2018-09-03
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,QEJN9DA,2018-05-25
0,U sick still can go shopping?,RDKSV65,2018-02-05
0,This pain couldn't have come at a worse time.,IP7YZNZ,2018-01-27
0,Why she wants to talk to me,KNXZAW9,2018-07-07
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,QTOOMOJ,2016-07-15
0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,3QHW19Y,2016-03-23
0,Are you still getting the goods.,XDLYNUZ,2018-01-20
0,No de.am seeing in online shop so that i asked.,JCCQ7FL,2016-08-12
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,M4N2O3I,2016-10-06
0,Pls call me da. What happen.,M2KIS1C,2017-02-25
0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),Q7MP5CT,2018-05-12
0,Lmao you know me so well...,I1XBY13,2016-05-09
0,Thats cool. i liked your photos. You are very sexy!,GQJU04G,2018-07-22
0,Saw Guys and Dolls last night with Patrick Swayze it was great,G0YBCD8,2016-08-29
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,435MZG6,2017-02-15
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,COJ7JG3,2016-04-09
0,Thank you princess! You are so sexy...,3G6BJX6,2018-01-30
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,QO79VSZ,2016-06-11
0,ARE YOU IN TOWN? THIS IS V. IMPORTANT,PO8KO4E,2016-05-11
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",6N3X581,2016-12-19
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,456EQCT,2016-12-16
0,Pls pls find out from aunt nike.,VQZFY6E,2017-03-08
1,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",XJYX5OV,2018-06-09
0,No calls..messages..missed calls,KSVRFCL,2017-08-30
0,Lol that's different. I don't go trying to find every real life photo you ever took.,DYYVEFV,2016-11-10
0,"Sorry, I'll call later",WW3VVIR,2017-04-27
0,Loosu go to hospital. De dont let it careless.,BGX8XP0,2017-07-17
0,I plane to give on this month end.,POSAOHS,2017-10-06
0,O i played smash bros  &lt;#&gt;  religiously.,HDD45OV,2017-03-17
0,I'm gonna rip out my uterus.,5OY7KEF,2017-07-16
0,"I dont knw pa, i just drink milk..",3RVE2UQ,2017-01-27
0,Ok lor.,O9X28XR,2018-02-15
0,I thought slide is enough.,38R61IX,2016-03-01
0,I gotta collect da car at 6 lei.,U12I22C,2016-11-14
0,If you r @ home then come down within 5 min,CPJVNGK,2016-08-21
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ZKI4PRQ,2018-07-28
0,Yeah sure I'll leave in a min,GPTN3P6,2018-01-09
1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,88765E7,2017-05-16
0,"Sorry, I'll call later",TAFYOC1,2016-08-14
1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,W6ZCFM3,2018-02-06
0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",4VWJ7CT,2018-05-01
0,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",MUBVVFA,2017-04-26
0,"K, can I pick up another 8th when you're done?",7R0OBCF,2016-03-24
0,Customer place i will call you.,TZQMRXX,2016-09-29
0,Don know..wait i will check it.,HGM5D99,2016-10-25
0,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,6LPYZAZ,2017-01-19
1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,NV06PCE,2016-12-19
1,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",GIKV8NC,2017-11-10
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,MH342R9,2017-06-04
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",7SUB8ZY,2016-04-19
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",8TP8C7P,2017-01-11
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,D0XG760,2018-04-05
0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,MKONXVV,2018-07-18
0,Apo all other are mokka players only,EE733UQ,2017-02-05
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,L9PY9W8,2017-12-03
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,3H61OKF,2016-03-02
0,So when you gonna get rimac access,R4ANL9S,2018-02-20
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,0M679T7,2017-07-01
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,YFR4A7O,2017-10-26
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",LYCQ532,2017-11-26
0,I love to cuddle! I want to hold you in my strong arms right now...,M8O93QA,2017-11-29
0,Oh ya ya. I remember da. .,2XA2FVM,2017-02-13
0,Ok no prob. Take ur time.,TM19R72,2017-08-12
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,KFTIG69,2018-08-21
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,K9M7C5D,2016-05-21
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,3N129SM,2017-11-18
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",H2GWPWD,2018-03-23
0,Daddy will take good care of you :),ZBK6M7F,2016-10-31
0,K I'll be there before 4.,YNDCQ4G,2016-12-07
0,Ha ha ha good joke. Girls are situation seekers.,V6JXXG4,2017-03-24
0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,QD7VYLX,2017-11-27
1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,ZKDLZRJ,2016-12-29
0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,V2VQ50G,2018-03-15
0,Ok going to sleep. Hope i can meet her.,8OKE691,2017-05-20
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,PRY9B4S,2016-05-14
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,JD5E7UQ,2017-03-26
1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,SBIIAOO,2018-05-02
0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0YCMNAP,2016-09-14
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,O7S7NR7,2017-01-03
0,U still going to the mall?,3P310EH,2016-09-27
0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",96WE84Y,2016-05-07
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",IUMIRNU,2017-08-19
0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,59T8X7S,2017-06-02
0,Hope you are not scared!,MFDG8SN,2017-01-06
0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,LWRXQAI,2017-03-17
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",HWCALHI,2017-11-02
0,Arun can u transfr me d amt,5L2GD0P,2018-06-16
0,That was random saw my old roomate on campus. He graduated,GXA3ONV,2016-12-05
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,F7LSAH4,2018-02-07
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,JO8DOTI,2017-01-24
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,S1RNGCL,2018-08-11
0,"Did you say bold, then torch later. Or one torch and 2bold?",FR9QK27,2016-07-27
0,* Am on a train back from northampton so i'm afraid not!,HMVFTZZ,2016-11-11
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",LCGZ57O,2018-07-25
0,I enjoy watching and playing football and basketball. Anything outdoors. And you?,Y9P9QNY,2018-02-11
1,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,DJ6XWGY,2017-04-28
0,Will it help if we propose going back again tomorrow,ZQXREHJ,2017-12-22
0,Yes.. now only saw your message..,W29XVUO,2017-03-20
0,Yay can't wait to party together!,J1DKNBD,2017-11-23
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,MSCBJ08,2017-10-15
0,I am in bus on the way to calicut,USGXWO7,2017-05-05
1,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,IUDYEB1,2017-04-15
0,Thank you. I like you as well...,OH3CTRR,2016-11-10
